batter,againstTeam,batsman_run
T Banton,Royal Challengers Bangalore,1
T Taibu,Deccan Chargers,1
T Taibu,Royal Challengers Bangalore,2
TA Boult,Lucknow Super Giants,2
TG Southee,Chennai Super Kings,4
TG Southee,Delhi Daredevils,1
TG Southee,Gujarat Lions,1
TG Southee,Rajasthan Royals,2
TH David,Delhi Capitals,2
TH David,Gujarat Titans,2
TH David,Kolkata Knight Riders,3
TH David,Rajasthan Royals,2
TH David,Sunrisers Hyderabad,3
TK Curran,Chennai Super Kings,1
TK Curran,Kings XI Punjab,1
TK Curran,Kolkata Knight Riders,2
TK Curran,Mumbai Indians,4
TK Curran,Rajasthan Royals,2
TL Seifert,Mumbai Indians,4
TL Suman,Chennai Super Kings,9
TL Suman,Deccan Chargers,1
TL Suman,Delhi Daredevils,8
TL Suman,Kings XI Punjab,7
TL Suman,Kolkata Knight Riders,5
TL Suman,Mumbai Indians,6
TL Suman,Pune Warriors,3
TL Suman,Rajasthan Royals,6
TL Suman,Royal Challengers Bangalore,9
TL Suman,Sunrisers Hyderabad,1
TM Dilshan,Chennai Super Kings,8
TM Dilshan,Deccan Chargers,31
TM Dilshan,Delhi Daredevils,2
TM Dilshan,Kings XI Punjab,6
TM Dilshan,Kochi Tuskers Kerala,8
TM Dilshan,Kolkata Knight Riders,16
TM Dilshan,Mumbai Indians,20
TM Dilshan,Pune Warriors,13
TM Dilshan,Rajasthan Royals,31
TM Dilshan,Royal Challengers Bangalore,5
TM Head,Gujarat Lions,2
TM Head,Kings XI Punjab,1
TM Head,Kolkata Knight Riders,3
TM Head,Mumbai Indians,3
TM Head,Sunrisers Hyderabad,3
TR Birt,Kings XI Punjab,2
TR Birt,Kochi Tuskers Kerala,7
TU Deshpande,Sunrisers Hyderabad,2
Tilak Varma,Chennai Super Kings,7
Tilak Varma,Delhi Capitals,4
Tilak Varma,Gujarat Titans,2
Tilak Varma,Kolkata Knight Riders,4
Tilak Varma,Lucknow Super Giants,4
Tilak Varma,Punjab Kings,3
Tilak Varma,Rajasthan Royals,4
Tilak Varma,Sunrisers Hyderabad,1
UA Birla,Kolkata Knight Riders,1
UBT Chand,Chennai Super Kings,2
UBT Chand,Delhi Daredevils,2
UBT Chand,Kolkata Knight Riders,4
UBT Chand,Pune Warriors,2
UBT Chand,Rajasthan Royals,4
UBT Chand,Royal Challengers Bangalore,14
UBT Chand,Sunrisers Hyderabad,4
UT Khawaja,Delhi Daredevils,6
UT Khawaja,Kings XI Punjab,1
UT Khawaja,Kolkata Knight Riders,3
UT Khawaja,Royal Challengers Bangalore,2
UT Khawaja,Sunrisers Hyderabad,2
UT Yadav,Gujarat Titans,1
UT Yadav,Mumbai Indians,2
UT Yadav,Rajasthan Royals,5
UT Yadav,Royal Challengers Bangalore,3
UT Yadav,Sunrisers Hyderabad,4
Umar Gul,Kings XI Punjab,1
V Kohli,Chennai Super Kings,72
V Kohli,Deccan Chargers,23
V Kohli,Delhi Capitals,10
V Kohli,Delhi Daredevils,74
V Kohli,Gujarat Lions,24
V Kohli,Gujarat Titans,14
V Kohli,Kings XI Punjab,77
V Kohli,Kochi Tuskers Kerala,7
V Kohli,Kolkata Knight Riders,70
V Kohli,Lucknow Super Giants,2
V Kohli,Mumbai Indians,65
V Kohli,Pune Warriors,9
V Kohli,Punjab Kings,8
V Kohli,Rajasthan Royals,49
V Kohli,Rising Pune Supergiants,22
V Kohli,Sunrisers Hyderabad,55
V Sehwag,Chennai Super Kings,48
V Sehwag,Deccan Chargers,40
V Sehwag,Delhi Daredevils,8
V Sehwag,Kings XI Punjab,27
V Sehwag,Kochi Tuskers Kerala,10
V Sehwag,Kolkata Knight Riders,38
V Sehwag,Mumbai Indians,50
V Sehwag,Pune Warriors,25
V Sehwag,Rajasthan Royals,44
V Sehwag,Royal Challengers Bangalore,39
V Sehwag,Sunrisers Hyderabad,5
V Shankar,Chennai Super Kings,5
V Shankar,Delhi Capitals,4
V Shankar,Gujarat Lions,9
V Shankar,Kings XI Punjab,6
V Shankar,Kolkata Knight Riders,4
V Shankar,Mumbai Indians,5
V Shankar,Rajasthan Royals,10
V Shankar,Royal Challengers Bangalore,2
V Shankar,Sunrisers Hyderabad,1
VH Zol,Rajasthan Royals,3
VR Aaron,Kings XI Punjab,1
VR Aaron,Mumbai Indians,1
VR Iyer,Chennai Super Kings,10
VR Iyer,Delhi Capitals,7
VR Iyer,Gujarat Titans,2
VR Iyer,Mumbai Indians,13
VR Iyer,Punjab Kings,9
VR Iyer,Rajasthan Royals,3
VR Iyer,Royal Challengers Bangalore,8
VR Iyer,Sunrisers Hyderabad,2
VRV Singh,Mumbai Indians,1
VS Malik,Mumbai Indians,1
VVS Laxman,Chennai Super Kings,2
VVS Laxman,Kings XI Punjab,9
VVS Laxman,Kolkata Knight Riders,3
VVS Laxman,Mumbai Indians,4
VVS Laxman,Rajasthan Royals,6
VVS Laxman,Royal Challengers Bangalore,9
Virat Singh,Mumbai Indians,1
Vishnu Vinod,Kings XI Punjab,1
W Jaffer,Chennai Super Kings,5
W Jaffer,Deccan Chargers,7
W Jaffer,Mumbai Indians,1
W Jaffer,Rajasthan Royals,1
WA Mota,Chennai Super Kings,2
WD Parnell,Delhi Daredevils,1
WD Parnell,Mumbai Indians,3
WP Saha,Chennai Super Kings,23
WP Saha,Deccan Chargers,3
WP Saha,Delhi Capitals,15
WP Saha,Delhi Daredevils,11
WP Saha,Gujarat Lions,4
WP Saha,Kings XI Punjab,10
WP Saha,Kochi Tuskers Kerala,1
WP Saha,Kolkata Knight Riders,41
WP Saha,Lucknow Super Giants,1
WP Saha,Mumbai Indians,44
WP Saha,Pune Warriors,1
WP Saha,Punjab Kings,4
WP Saha,Rajasthan Royals,14
WP Saha,Rising Pune Supergiants,3
WP Saha,Royal Challengers Bangalore,32
WP Saha,Sunrisers Hyderabad,24
WPUJC Vaas,Delhi Daredevils,1
WPUJC Vaas,Kings XI Punjab,1
Washington Sundar,Chennai Super Kings,3
Washington Sundar,Delhi Capitals,3
Washington Sundar,Kings XI Punjab,5
Washington Sundar,Lucknow Super Giants,1
Washington Sundar,Mumbai Indians,2
Washington Sundar,Punjab Kings,3
Washington Sundar,Rajasthan Royals,6
Washington Sundar,Sunrisers Hyderabad,3
Y Gnaneswara Rao,Chennai Super Kings,3
Y Nagar,Chennai Super Kings,1
Y Nagar,Deccan Chargers,4
Y Nagar,Kings XI Punjab,3
Y Nagar,Kochi Tuskers Kerala,2
Y Nagar,Kolkata Knight Riders,1
Y Nagar,Pune Warriors,3
Y Nagar,Rajasthan Royals,3
Y Nagar,Royal Challengers Bangalore,3
Y Venugopal Rao,Chennai Super Kings,6
Y Venugopal Rao,Deccan Chargers,3
Y Venugopal Rao,Delhi Daredevils,6
Y Venugopal Rao,Kings XI Punjab,10
Y Venugopal Rao,Kochi Tuskers Kerala,5
Y Venugopal Rao,Kolkata Knight Riders,11
Y Venugopal Rao,Mumbai Indians,14
Y Venugopal Rao,Pune Warriors,1
Y Venugopal Rao,Rajasthan Royals,10
Y Venugopal Rao,Royal Challengers Bangalore,11
YBK Jaiswal,Chennai Super Kings,15
YBK Jaiswal,Delhi Capitals,2
YBK Jaiswal,Gujarat Titans,1
YBK Jaiswal,Kolkata Knight Riders,5
YBK Jaiswal,Lucknow Super Giants,6
YBK Jaiswal,Mumbai Indians,5
YBK Jaiswal,Punjab Kings,15
YBK Jaiswal,Royal Challengers Bangalore,4
YBK Jaiswal,Sunrisers Hyderabad,9
YK Pathan,Chennai Super Kings,22
YK Pathan,Deccan Chargers,24
YK Pathan,Delhi Capitals,1
YK Pathan,Delhi Daredevils,35
YK Pathan,Gujarat Lions,12
YK Pathan,Kings XI Punjab,23
YK Pathan,Kochi Tuskers Kerala,2
YK Pathan,Kolkata Knight Riders,24
YK Pathan,Mumbai Indians,45
YK Pathan,Pune Warriors,13
YK Pathan,Rajasthan Royals,9
YK Pathan,Rising Pune Supergiants,6
YK Pathan,Royal Challengers Bangalore,29
YK Pathan,Sunrisers Hyderabad,18
YV Takawale,Chennai Super Kings,4
YV Takawale,Delhi Daredevils,2
YV Takawale,Kolkata Knight Riders,13
YV Takawale,Rajasthan Royals,7
Yashpal Singh,Delhi Daredevils,2
Yashpal Singh,Rajasthan Royals,3
Yuvraj Singh,Chennai Super Kings,26
Yuvraj Singh,Deccan Chargers,12
Yuvraj Singh,Delhi Capitals,5
Yuvraj Singh,Delhi Daredevils,35
Yuvraj Singh,Gujarat Lions,1
Yuvraj Singh,Kings XI Punjab,24
Yuvraj Singh,Kolkata Knight Riders,34
Yuvraj Singh,Mumbai Indians,21
Yuvraj Singh,Rajasthan Royals,26
Yuvraj Singh,Rising Pune Supergiants,5
Yuvraj Singh,Royal Challengers Bangalore,26
Yuvraj Singh,Sunrisers Hyderabad,3
Z Khan,Chennai Super Kings,3
Z Khan,Delhi Daredevils,1
Z Khan,Kolkata Knight Riders,2
Z Khan,Rajasthan Royals,2
Z Khan,Royal Challengers Bangalore,3
