batter,againstTeam,batsman_run
SP Goswami,Kings XI Punjab,10
SP Goswami,Kolkata Knight Riders,133
SP Goswami,Mumbai Indians,21
SP Goswami,Pune Warriors,6
SP Goswami,Royal Challengers Bangalore,1
SP Jackson,Chennai Super Kings,3
SP Jackson,Delhi Daredevils,12
SP Jackson,Mumbai Indians,5
SP Jackson,Rajasthan Royals,8
SP Jackson,Rising Pune Supergiants,10
SP Jackson,Royal Challengers Bangalore,0
SP Jackson,Sunrisers Hyderabad,23
SP Narine,Chennai Super Kings,96
SP Narine,Delhi Capitals,92
SP Narine,Delhi Daredevils,36
SP Narine,Gujarat Lions,44
SP Narine,Gujarat Titans,5
SP Narine,Kings XI Punjab,170
SP Narine,Lucknow Super Giants,43
SP Narine,Mumbai Indians,41
SP Narine,Punjab Kings,3
SP Narine,Rajasthan Royals,142
SP Narine,Rising Pune Supergiants,16
SP Narine,Royal Challengers Bangalore,232
SP Narine,Sunrisers Hyderabad,105
SPD Smith,Chennai Super Kings,317
SPD Smith,Deccan Chargers,73
SPD Smith,Delhi Capitals,75
SPD Smith,Delhi Daredevils,99
SPD Smith,Gujarat Lions,153
SPD Smith,Kings XI Punjab,289
SPD Smith,Kolkata Knight Riders,267
SPD Smith,Mumbai Indians,471
SPD Smith,Punjab Kings,33
SPD Smith,Rajasthan Royals,55
SPD Smith,Royal Challengers Bangalore,356
SPD Smith,Sunrisers Hyderabad,307
SR Tendulkar,Chennai Super Kings,368
SR Tendulkar,Deccan Chargers,230
SR Tendulkar,Delhi Daredevils,294
SR Tendulkar,Kings XI Punjab,270
SR Tendulkar,Kochi Tuskers Kerala,100
SR Tendulkar,Kolkata Knight Riders,326
SR Tendulkar,Pune Warriors,152
SR Tendulkar,Rajasthan Royals,273
SR Tendulkar,Royal Challengers Bangalore,269
SR Tendulkar,Sunrisers Hyderabad,52
SR Watson,Chennai Super Kings,480
SR Watson,Deccan Chargers,80
SR Watson,Delhi Capitals,144
SR Watson,Delhi Daredevils,387
SR Watson,Gujarat Lions,7
SR Watson,Kings XI Punjab,449
SR Watson,Kochi Tuskers Kerala,69
SR Watson,Kolkata Knight Riders,509
SR Watson,Mumbai Indians,466
SR Watson,Pune Warriors,165
SR Watson,Rajasthan Royals,199
SR Watson,Rising Pune Supergiants,51
SR Watson,Royal Challengers Bangalore,308
SR Watson,Sunrisers Hyderabad,566
SS Cottrell,Sunrisers Hyderabad,0
SS Iyer,Chennai Super Kings,256
SS Iyer,Delhi Capitals,96
SS Iyer,Gujarat Lions,110
SS Iyer,Gujarat Titans,12
SS Iyer,Kings XI Punjab,298
SS Iyer,Kolkata Knight Riders,460
SS Iyer,Lucknow Super Giants,56
SS Iyer,Mumbai Indians,375
SS Iyer,Punjab Kings,26
SS Iyer,Rajasthan Royals,355
SS Iyer,Rising Pune Supergiants,11
SS Iyer,Royal Challengers Bangalore,304
SS Iyer,Sunrisers Hyderabad,421
SS Prabhudessai,Chennai Super Kings,34
SS Prabhudessai,Delhi Capitals,6
SS Prabhudessai,Lucknow Super Giants,10
SS Prabhudessai,Rajasthan Royals,2
SS Prabhudessai,Sunrisers Hyderabad,15
SS Shaikh,Rajasthan Royals,6
SS Tiwary,Chennai Super Kings,194
SS Tiwary,Deccan Chargers,88
SS Tiwary,Delhi Capitals,15
SS Tiwary,Delhi Daredevils,148
SS Tiwary,Gujarat Lions,1
SS Tiwary,Kings XI Punjab,104
SS Tiwary,Kochi Tuskers Kerala,26
SS Tiwary,Kolkata Knight Riders,234
SS Tiwary,Mumbai Indians,136
SS Tiwary,Pune Warriors,140
SS Tiwary,Punjab Kings,45
SS Tiwary,Rajasthan Royals,180
SS Tiwary,Royal Challengers Bangalore,147
SS Tiwary,Sunrisers Hyderabad,36
ST Jayasuriya,Chennai Super Kings,190
ST Jayasuriya,Deccan Chargers,60
ST Jayasuriya,Delhi Daredevils,107
ST Jayasuriya,Kings XI Punjab,25
ST Jayasuriya,Kolkata Knight Riders,124
ST Jayasuriya,Rajasthan Royals,96
ST Jayasuriya,Royal Challengers Bangalore,166
STR Binny,Chennai Super Kings,173
STR Binny,Deccan Chargers,7
STR Binny,Delhi Capitals,19
STR Binny,Delhi Daredevils,73
STR Binny,Gujarat Lions,21
STR Binny,Kings XI Punjab,136
STR Binny,Kolkata Knight Riders,72
STR Binny,Mumbai Indians,123
STR Binny,Pune Warriors,39
STR Binny,Rising Pune Supergiants,19
STR Binny,Royal Challengers Bangalore,80
STR Binny,Sunrisers Hyderabad,118
SV Samson,Chennai Super Kings,197
SV Samson,Delhi Capitals,161
SV Samson,Delhi Daredevils,125
SV Samson,Gujarat Lions,91
SV Samson,Gujarat Titans,72
SV Samson,Kings XI Punjab,512
SV Samson,Kolkata Knight Riders,469
SV Samson,Lucknow Super Giants,45
SV Samson,Mumbai Indians,537
SV Samson,Pune Warriors,10
SV Samson,Punjab Kings,146
SV Samson,Rising Pune Supergiants,134
SV Samson,Royal Challengers Bangalore,357
SV Samson,Sunrisers Hyderabad,670
SW Billings,Chennai Super Kings,25
SW Billings,Delhi Capitals,15
SW Billings,Delhi Daredevils,1
SW Billings,Gujarat Titans,4
SW Billings,Kings XI Punjab,70
SW Billings,Kolkata Knight Riders,131
SW Billings,Lucknow Super Giants,36
SW Billings,Mumbai Indians,20
SW Billings,Punjab Kings,24
SW Billings,Rajasthan Royals,30
SW Billings,Rising Pune Supergiants,48
SW Billings,Royal Challengers Bangalore,52
SW Billings,Sunrisers Hyderabad,47
SW Tait,Chennai Super Kings,1
SW Tait,Delhi Daredevils,11
SW Tait,Kochi Tuskers Kerala,10
SW Tait,Kolkata Knight Riders,0
SW Tait,Royal Challengers Bangalore,1
Sachin Baby,Delhi Daredevils,12
Sachin Baby,Gujarat Lions,0
Sachin Baby,Kings XI Punjab,33
Sachin Baby,Kolkata Knight Riders,23
Sachin Baby,Mumbai Indians,25
Sachin Baby,Rising Pune Supergiants,2
Sachin Baby,Sunrisers Hyderabad,49
Salman Butt,Chennai Super Kings,73
Salman Butt,Deccan Chargers,4
Salman Butt,Delhi Daredevils,48
Salman Butt,Kings XI Punjab,24
Salman Butt,Mumbai Indians,13
Salman Butt,Rajasthan Royals,31
Sandeep Sharma,Chennai Super Kings,2
Sandeep Sharma,Delhi Capitals,3
Sandeep Sharma,Delhi Daredevils,3
Sandeep Sharma,Gujarat Lions,1
Sandeep Sharma,Kings XI Punjab,0
Sandeep Sharma,Kolkata Knight Riders,3
Sandeep Sharma,Mumbai Indians,5
Sandeep Sharma,Rajasthan Royals,8
Sandeep Sharma,Royal Challengers Bangalore,21
Sandeep Sharma,Sunrisers Hyderabad,6
Shahbaz Ahmed,Chennai Super Kings,42
Shahbaz Ahmed,Delhi Capitals,33
Shahbaz Ahmed,Gujarat Titans,2
Shahbaz Ahmed,Kolkata Knight Riders,40
Shahbaz Ahmed,Lucknow Super Giants,26
Shahbaz Ahmed,Mumbai Indians,2
Shahbaz Ahmed,Punjab Kings,25
Shahbaz Ahmed,Rajasthan Royals,74
Shahbaz Ahmed,Sunrisers Hyderabad,35
Shahid Afridi,Chennai Super Kings,21
Shahid Afridi,Delhi Daredevils,35
Shahid Afridi,Kings XI Punjab,13
Shahid Afridi,Mumbai Indians,0
Shahid Afridi,Rajasthan Royals,11
Shahid Afridi,Royal Challengers Bangalore,1
Shakib Al Hasan,Chennai Super Kings,124
Shakib Al Hasan,Delhi Capitals,0
Shakib Al Hasan,Delhi Daredevils,31
Shakib Al Hasan,Gujarat Lions,70
Shakib Al Hasan,Kings XI Punjab,97
Shakib Al Hasan,Kochi Tuskers Kerala,2
Shakib Al Hasan,Kolkata Knight Riders,65
Shakib Al Hasan,Mumbai Indians,102
Shakib Al Hasan,Pune Warriors,42
Shakib Al Hasan,Rajasthan Royals,96
Shakib Al Hasan,Rising Pune Supergiants,3
Shakib Al Hasan,Royal Challengers Bangalore,152
Shakib Al Hasan,Sunrisers Hyderabad,11
Shashank Singh,Chennai Super Kings,15
Shashank Singh,Delhi Capitals,10
Shashank Singh,Gujarat Titans,25
Shashank Singh,Kolkata Knight Riders,11
Shashank Singh,Royal Challengers Bangalore,8
Shivam Mavi,Chennai Super Kings,20
Shivam Mavi,Delhi Capitals,1
Shivam Mavi,Delhi Daredevils,0
Shivam Mavi,Gujarat Titans,2
Shivam Mavi,Lucknow Super Giants,1
Shivam Mavi,Mumbai Indians,9
Shivam Mavi,Rajasthan Royals,5
Shivam Mavi,Sunrisers Hyderabad,13
Shivam Sharma,Mumbai Indians,1
Shivam Sharma,Royal Challengers Bangalore,4
Shoaib Ahmed,Chennai Super Kings,1
Shoaib Ahmed,Delhi Daredevils,0
Shoaib Akhtar,Mumbai Indians,2
Shoaib Malik,Chennai Super Kings,2
Shoaib Malik,Kings XI Punjab,20
Shoaib Malik,Mumbai Indians,24
Shoaib Malik,Royal Challengers Bangalore,6
Shubman Gill,Chennai Super Kings,196
Shubman Gill,Delhi Capitals,309
Shubman Gill,Delhi Daredevils,43
Shubman Gill,Kings XI Punjab,209
Shubman Gill,Kolkata Knight Riders,7
Shubman Gill,Lucknow Super Giants,63
Shubman Gill,Mumbai Indians,218
Shubman Gill,Punjab Kings,121
Shubman Gill,Rajasthan Royals,291
Shubman Gill,Royal Challengers Bangalore,182
Shubman Gill,Sunrisers Hyderabad,261
Simarjeet Singh,Mumbai Indians,2
Simarjeet Singh,Rajasthan Royals,3
Simarjeet Singh,Royal Challengers Bangalore,2
Sohail Tanvir,Chennai Super Kings,9
Sohail Tanvir,Delhi Daredevils,5
Sohail Tanvir,Kolkata Knight Riders,16
Sohail Tanvir,Mumbai Indians,6
Sunny Gupta,Chennai Super Kings,0
Sunny Singh,Chennai Super Kings,20
Sunny Singh,Delhi Daredevils,2
Sunny Singh,Pune Warriors,12
Sunny Singh,Rajasthan Royals,5
Sunny Singh,Royal Challengers Bangalore,4
Swapnil Singh,Kolkata Knight Riders,2
Swapnil Singh,Rising Pune Supergiants,10
T Banton,Royal Challengers Bangalore,18
T Henderson,Kolkata Knight Riders,0
T Henderson,Royal Challengers Bangalore,11
T Kohli,Chennai Super Kings,3
T Kohli,Delhi Daredevils,7
T Kohli,Kolkata Knight Riders,1
T Natarajan,Chennai Super Kings,0
T Natarajan,Royal Challengers Bangalore,3
T Shamsi,Delhi Capitals,2
T Stubbs,Chennai Super Kings,0
T Stubbs,Sunrisers Hyderabad,2
T Taibu,Deccan Chargers,9
T Taibu,Delhi Daredevils,7
T Taibu,Royal Challengers Bangalore,15
T Thushara,Deccan Chargers,8
T Thushara,Kings XI Punjab,1
T Thushara,Mumbai Indians,1
T Thushara,Rajasthan Royals,2
TA Boult,Chennai Super Kings,7
TA Boult,Delhi Capitals,4
TA Boult,Gujarat Titans,11
TA Boult,Kolkata Knight Riders,0
TA Boult,Lucknow Super Giants,19
TA Boult,Mumbai Indians,7
TA Boult,Royal Challengers Bangalore,5
TD Paine,Mumbai Indians,2
TD Paine,Royal Challengers Bangalore,8
TG Southee,Chennai Super Kings,40
TG Southee,Delhi Capitals,12
TG Southee,Delhi Daredevils,8
TG Southee,Gujarat Lions,25
TG Southee,Gujarat Titans,1
TG Southee,Kings XI Punjab,1
TG Southee,Lucknow Super Giants,0
TG Southee,Mumbai Indians,7
TG Southee,Rajasthan Royals,14
TG Southee,Rising Pune Supergiants,7
TG Southee,Royal Challengers Bangalore,1
TG Southee,Sunrisers Hyderabad,4
TH David,Chennai Super Kings,17
TH David,Delhi Capitals,46
TH David,Gujarat Titans,44
TH David,Kolkata Knight Riders,13
TH David,Rajasthan Royals,21
TH David,Sunrisers Hyderabad,46
TK Curran,Chennai Super Kings,12
TK Curran,Delhi Daredevils,2
TK Curran,Kings XI Punjab,5
TK Curran,Kolkata Knight Riders,54
TK Curran,Mumbai Indians,33
TK Curran,Rajasthan Royals,21
TL Seifert,Gujarat Titans,3
TL Seifert,Mumbai Indians,21
TL Seifert,Punjab Kings,2
TL Suman,Chennai Super Kings,86
TL Suman,Deccan Chargers,19
TL Suman,Delhi Daredevils,84
TL Suman,Kings XI Punjab,106
TL Suman,Kolkata Knight Riders,59
TL Suman,Mumbai Indians,69
TL Suman,Pune Warriors,36
TL Suman,Rajasthan Royals,94
TL Suman,Royal Challengers Bangalore,111
TL Suman,Sunrisers Hyderabad,12
TM Dilshan,Chennai Super Kings,79
TM Dilshan,Deccan Chargers,263
TM Dilshan,Delhi Daredevils,10
TM Dilshan,Kings XI Punjab,34
TM Dilshan,Kochi Tuskers Kerala,53
TM Dilshan,Kolkata Knight Riders,107
TM Dilshan,Mumbai Indians,196
TM Dilshan,Pune Warriors,105
TM Dilshan,Rajasthan Royals,230
TM Dilshan,Royal Challengers Bangalore,71
TM Dilshan,Sunrisers Hyderabad,5
TM Head,Delhi Daredevils,2
TM Head,Gujarat Lions,30
TM Head,Kings XI Punjab,11
TM Head,Kolkata Knight Riders,75
TM Head,Mumbai Indians,49
TM Head,Rising Pune Supergiants,8
TM Head,Sunrisers Hyderabad,30
TM Srivastava,Delhi Daredevils,7
TM Srivastava,Kolkata Knight Riders,1
TM Srivastava,Royal Challengers Bangalore,0
TR Birt,Deccan Chargers,4
TR Birt,Kings XI Punjab,16
TR Birt,Kochi Tuskers Kerala,47
TR Birt,Kolkata Knight Riders,8
TS Mills,Delhi Daredevils,0
TS Mills,Kolkata Knight Riders,2
TS Mills,Lucknow Super Giants,0
TS Mills,Punjab Kings,0
TS Mills,Sunrisers Hyderabad,6
TU Deshpande,Kolkata Knight Riders,1
TU Deshpande,Sunrisers Hyderabad,20
Tilak Varma,Chennai Super Kings,85
Tilak Varma,Delhi Capitals,43
Tilak Varma,Gujarat Titans,21
Tilak Varma,Kolkata Knight Riders,44
Tilak Varma,Lucknow Super Giants,64
Tilak Varma,Punjab Kings,36
Tilak Varma,Rajasthan Royals,96
Tilak Varma,Royal Challengers Bangalore,0
Tilak Varma,Sunrisers Hyderabad,8
U Kaul,Chennai Super Kings,0
UA Birla,Kolkata Knight Riders,7
UBT Chand,Chennai Super Kings,16
UBT Chand,Delhi Daredevils,14
UBT Chand,Kings XI Punjab,25
UBT Chand,Kolkata Knight Riders,37
UBT Chand,Mumbai Indians,2
UBT Chand,Pune Warriors,17
UBT Chand,Rajasthan Royals,50
UBT Chand,Royal Challengers Bangalore,117
UBT Chand,Sunrisers Hyderabad,22
UT Khawaja,Delhi Daredevils,49
UT Khawaja,Kings XI Punjab,30
UT Khawaja,Kolkata Knight Riders,21
UT Khawaja,Royal Challengers Bangalore,16
UT Khawaja,Sunrisers Hyderabad,11
UT Yadav,Chennai Super Kings,17
UT Yadav,Deccan Chargers,3
UT Yadav,Delhi Capitals,0
UT Yadav,Delhi Daredevils,2
UT Yadav,Gujarat Titans,15
UT Yadav,Kings XI Punjab,2
UT Yadav,Kolkata Knight Riders,2
UT Yadav,Lucknow Super Giants,0
UT Yadav,Mumbai Indians,18
UT Yadav,Pune Warriors,8
UT Yadav,Rajasthan Royals,45
UT Yadav,Rising Pune Supergiants,9
UT Yadav,Royal Challengers Bangalore,24
UT Yadav,Sunrisers Hyderabad,32
Umar Gul,Kings XI Punjab,24
Umar Gul,Rajasthan Royals,9
Umar Gul,Royal Challengers Bangalore,6
Umran Malik,Kolkata Knight Riders,3
Umran Malik,Lucknow Super Giants,1
Umran Malik,Punjab Kings,0
Umran Malik,Royal Challengers Bangalore,0
V Kohli,Chennai Super Kings,979
V Kohli,Deccan Chargers,306
V Kohli,Delhi Capitals,164
V Kohli,Delhi Daredevils,761
V Kohli,Gujarat Lions,283
V Kohli,Gujarat Titans,131
V Kohli,Kings XI Punjab,681
V Kohli,Kochi Tuskers Kerala,50
V Kohli,Kolkata Knight Riders,786
V Kohli,Lucknow Super Giants,25
V Kohli,Mumbai Indians,774
V Kohli,Pune Warriors,128
V Kohli,Punjab Kings,121
V Kohli,Rajasthan Royals,600
V Kohli,Rising Pune Supergiants,271
V Kohli,Sunrisers Hyderabad,574
V Pratap Singh,Mumbai Indians,0
V Sehwag,Chennai Super Kings,405
V Sehwag,Deccan Chargers,317
V Sehwag,Delhi Daredevils,80
V Sehwag,Kings XI Punjab,250
V Sehwag,Kochi Tuskers Kerala,95
V Sehwag,Kolkata Knight Riders,305
V Sehwag,Mumbai Indians,431
V Sehwag,Pune Warriors,220
V Sehwag,Rajasthan Royals,316
V Sehwag,Royal Challengers Bangalore,255
V Sehwag,Sunrisers Hyderabad,54
V Shankar,Chennai Super Kings,135
V Shankar,Delhi Capitals,63
V Shankar,Gujarat Lions,63
V Shankar,Kings XI Punjab,72
V Shankar,Kolkata Knight Riders,82
V Shankar,Lucknow Super Giants,4
V Shankar,Mumbai Indians,104
V Shankar,Rajasthan Royals,125
V Shankar,Royal Challengers Bangalore,60
V Shankar,Sunrisers Hyderabad,23
VG Arora,Chennai Super Kings,1
VG Arora,Delhi Capitals,2
VG Arora,Gujarat Titans,2
VG Arora,Sunrisers Hyderabad,0
VH Zol,Chennai Super Kings,13
VH Zol,Rajasthan Royals,16
VR Aaron,Chennai Super Kings,0
VR Aaron,Delhi Capitals,4
VR Aaron,Kings XI Punjab,28
VR Aaron,Kolkata Knight Riders,5
VR Aaron,Mumbai Indians,7
VR Aaron,Royal Challengers Bangalore,0
VR Aaron,Sunrisers Hyderabad,6
VR Iyer,Chennai Super Kings,84
VR Iyer,Delhi Capitals,93
VR Iyer,Gujarat Titans,17
VR Iyer,Lucknow Super Giants,0
VR Iyer,Mumbai Indians,146
VR Iyer,Punjab Kings,70
VR Iyer,Rajasthan Royals,44
VR Iyer,Royal Challengers Bangalore,77
VR Iyer,Sunrisers Hyderabad,21
VRV Singh,Chennai Super Kings,0
VRV Singh,Mumbai Indians,4
VS Malik,Kings XI Punjab,1
VS Malik,Mumbai Indians,6
VS Yeligati,Kings XI Punjab,2
VVS Laxman,Chennai Super Kings,16
VVS Laxman,Delhi Daredevils,2
VVS Laxman,Kings XI Punjab,58
VVS Laxman,Kolkata Knight Riders,32
VVS Laxman,Mumbai Indians,41
VVS Laxman,Pune Warriors,0
VVS Laxman,Rajasthan Royals,40
VVS Laxman,Royal Challengers Bangalore,93
VY Mahesh,Kings XI Punjab,6
VY Mahesh,Kolkata Knight Riders,3
VY Mahesh,Mumbai Indians,3
VY Mahesh,Rajasthan Royals,3
Virat Singh,Delhi Capitals,4
Virat Singh,Mumbai Indians,11
Vishnu Vinod,Delhi Daredevils,12
Vishnu Vinod,Kings XI Punjab,7
W Jaffer,Chennai Super Kings,50
W Jaffer,Deccan Chargers,49
W Jaffer,Delhi Daredevils,10
W Jaffer,Kings XI Punjab,0
W Jaffer,Kolkata Knight Riders,6
W Jaffer,Mumbai Indians,7
W Jaffer,Rajasthan Royals,8
WA Mota,Chennai Super Kings,30
WA Mota,Deccan Chargers,15
WA Mota,Mumbai Indians,9
WA Mota,Rajasthan Royals,2
WD Parnell,Deccan Chargers,16
WD Parnell,Delhi Daredevils,10
WD Parnell,Kings XI Punjab,2
WD Parnell,Kochi Tuskers Kerala,1
WD Parnell,Kolkata Knight Riders,10
WD Parnell,Mumbai Indians,22
WD Parnell,Rajasthan Royals,2
WP Saha,Chennai Super Kings,253
WP Saha,Deccan Chargers,27
WP Saha,Delhi Capitals,113
WP Saha,Delhi Daredevils,143
WP Saha,Gujarat Lions,63
WP Saha,Kings XI Punjab,136
WP Saha,Kochi Tuskers Kerala,46
WP Saha,Kolkata Knight Riders,482
WP Saha,Lucknow Super Giants,5
WP Saha,Mumbai Indians,405
WP Saha,Pune Warriors,13
WP Saha,Punjab Kings,52
WP Saha,Rajasthan Royals,112
WP Saha,Rising Pune Supergiants,34
WP Saha,Royal Challengers Bangalore,345
WP Saha,Sunrisers Hyderabad,198
WPUJC Vaas,Delhi Daredevils,28
WPUJC Vaas,Kings XI Punjab,16
WPUJC Vaas,Kolkata Knight Riders,9
WPUJC Vaas,Rajasthan Royals,28
WPUJC Vaas,Royal Challengers Bangalore,0
Washington Sundar,Chennai Super Kings,37
Washington Sundar,Delhi Capitals,24
Washington Sundar,Delhi Daredevils,5
Washington Sundar,Gujarat Titans,3
Washington Sundar,Kings XI Punjab,52
Washington Sundar,Kolkata Knight Riders,5
Washington Sundar,Lucknow Super Giants,18
Washington Sundar,Mumbai Indians,39
Washington Sundar,Punjab Kings,25
Washington Sundar,Rajasthan Royals,75
Washington Sundar,Sunrisers Hyderabad,35
X Thalaivan Sargunam,Chennai Super Kings,10
Y Gnaneswara Rao,Chennai Super Kings,19
Y Nagar,Chennai Super Kings,45
Y Nagar,Deccan Chargers,54
Y Nagar,Kings XI Punjab,21
Y Nagar,Kochi Tuskers Kerala,40
Y Nagar,Kolkata Knight Riders,29
Y Nagar,Mumbai Indians,0
Y Nagar,Pune Warriors,24
Y Nagar,Rajasthan Royals,36
Y Nagar,Royal Challengers Bangalore,36
Y Prithvi Raj,Sunrisers Hyderabad,0
Y Venugopal Rao,Chennai Super Kings,132
Y Venugopal Rao,Deccan Chargers,24
Y Venugopal Rao,Delhi Daredevils,66
Y Venugopal Rao,Kings XI Punjab,118
Y Venugopal Rao,Kochi Tuskers Kerala,41
Y Venugopal Rao,Kolkata Knight Riders,151
Y Venugopal Rao,Mumbai Indians,164
Y Venugopal Rao,Pune Warriors,31
Y Venugopal Rao,Rajasthan Royals,113
Y Venugopal Rao,Royal Challengers Bangalore,145
YA Abdulla,Delhi Daredevils,0
YBK Jaiswal,Chennai Super Kings,115
YBK Jaiswal,Delhi Capitals,58
YBK Jaiswal,Gujarat Titans,25
YBK Jaiswal,Kolkata Knight Riders,22
YBK Jaiswal,Lucknow Super Giants,41
YBK Jaiswal,Mumbai Indians,45
YBK Jaiswal,Punjab Kings,117
YBK Jaiswal,Royal Challengers Bangalore,56
YBK Jaiswal,Sunrisers Hyderabad,68
YK Pathan,Chennai Super Kings,345
YK Pathan,Deccan Chargers,312
YK Pathan,Delhi Capitals,9
YK Pathan,Delhi Daredevils,429
YK Pathan,Gujarat Lions,110
YK Pathan,Kings XI Punjab,319
YK Pathan,Kochi Tuskers Kerala,25
YK Pathan,Kolkata Knight Riders,218
YK Pathan,Mumbai Indians,472
YK Pathan,Pune Warriors,130
YK Pathan,Rajasthan Royals,133
YK Pathan,Rising Pune Supergiants,77
YK Pathan,Royal Challengers Bangalore,357
YK Pathan,Sunrisers Hyderabad,286
YS Chahal,Chennai Super Kings,12
YS Chahal,Delhi Capitals,1
YS Chahal,Gujarat Lions,1
YS Chahal,Gujarat Titans,5
YS Chahal,Kings XI Punjab,6
YS Chahal,Kolkata Knight Riders,2
YS Chahal,Rajasthan Royals,0
YS Chahal,Rising Pune Supergiants,5
YS Chahal,Sunrisers Hyderabad,5
YV Takawale,Chennai Super Kings,19
YV Takawale,Deccan Chargers,5
YV Takawale,Delhi Daredevils,14
YV Takawale,Kings XI Punjab,0
YV Takawale,Kolkata Knight Riders,85
YV Takawale,Rajasthan Royals,69
Yash Dayal,Kolkata Knight Riders,0
Yashpal Singh,Delhi Daredevils,13
Yashpal Singh,Mumbai Indians,8
Yashpal Singh,Rajasthan Royals,26
Younis Khan,Kings XI Punjab,3
Yuvraj Singh,Chennai Super Kings,345
Yuvraj Singh,Deccan Chargers,118
Yuvraj Singh,Delhi Capitals,53
Yuvraj Singh,Delhi Daredevils,459
Yuvraj Singh,Gujarat Lions,13
Yuvraj Singh,Kings XI Punjab,257
Yuvraj Singh,Kochi Tuskers Kerala,8
Yuvraj Singh,Kolkata Knight Riders,386
Yuvraj Singh,Mumbai Indians,274
Yuvraj Singh,Rajasthan Royals,384
Yuvraj Singh,Rising Pune Supergiants,70
Yuvraj Singh,Royal Challengers Bangalore,339
Yuvraj Singh,Sunrisers Hyderabad,48
Z Khan,Chennai Super Kings,39
Z Khan,Deccan Chargers,4
Z Khan,Delhi Daredevils,4
Z Khan,Kings XI Punjab,1
Z Khan,Kolkata Knight Riders,20
Z Khan,Mumbai Indians,5
Z Khan,Rajasthan Royals,18
Z Khan,Royal Challengers Bangalore,25
Z Khan,Sunrisers Hyderabad,1
